ID,Activity_Count,Suspicious_Activity,Last_Activity_Timestamp,Browser,Number_of_Downloads,Email_Sent
8847,93,False,2010-03-02 22:43:03,Opera/8.85.(X11; Linux x86_64; an-ES) Presto/2.9.173 Version/12.00,5,2
8848,33,True,2021-07-18 08:49:49,Opera/9.91.(X11; Linux x86_64; bg-BG) Presto/2.9.166 Version/10.00,2,2
8849,97,True,2016-01-29 13:36:49,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/17.6e4692.0 Mobile/78U094 Safari/531.0",4,2
8850,91,False,2016-07-12 07:49:13,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_8 rv:3.0; el-CY) AppleWebKit/532.12.3 (KHTML, like Gecko) Version/4.0.2 Safari/532.12.3",10,3
8851,95,False,2019-10-07 02:30:36,"Mozilla/5.0 (Linux; Android 4.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/29.0.877.0 Safari/534.0",4,1
8852,61,True,2015-08-02 15:13:54,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; bo-IN) AppleWebKit/531.35.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6531.35.3",9,3
8853,66,True,2018-12-22 04:26:13,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/3.1),5,2
8854,78,False,2015-05-14 23:37:54,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.1),7,5
8855,34,False,2014-08-28 06:12:43,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/533.11.1 (KHTML, like Gecko) Version/4.0.2 Safari/533.11.1",6,4
8856,45,True,2019-07-20 06:07:52,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/3.1),7,2
8857,33,True,2015-07-26 17:40:15,Mozilla/5.0 (Windows CE; iw-IL; rv:1.9.1.20) Gecko/4443-12-26 22:04:50 Firefox/3.8,8,0
8858,35,True,2017-02-26 08:33:04,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/7031-05-07 08:15:28 Firefox/15.0,10,4
8859,91,False,2017-03-11 04:19:45,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),6,0
8860,54,True,2022-05-19 19:39:29,Opera/9.19.(X11; Linux i686; nb-NO) Presto/2.9.172 Version/11.00,6,2
8861,87,False,2012-08-04 11:13:24,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/5821-10-09 01:54:36 Firefox/3.8,2,4
8862,91,True,2011-07-10 22:35:02,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_7) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/41.0.897.0 Safari/535.0",5,2
8863,18,False,2011-09-07 16:11:14,Opera/9.30.(X11; Linux x86_64; ku-TR) Presto/2.9.177 Version/12.00,10,4
8864,20,False,2010-08-06 02:22:46,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.1),5,4
8865,59,False,2022-03-02 01:28:03,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/531.12.3 (KHTML, like Gecko) Version/4.0.2 Safari/531.12.3",4,2
8866,29,True,2017-02-06 20:45:13,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.1),0,3
8867,24,True,2019-01-14 02:56:30,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/60.0.862.0 Safari/531.2",2,5
8868,59,False,2012-05-17 18:18:46,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/33.0.839.0 Safari/535.1",10,0
8869,24,True,2011-11-07 17:47:47,Opera/8.99.(X11; Linux x86_64; wo-SN) Presto/2.9.161 Version/11.00,10,1
8870,41,True,2015-05-27 13:15:14,"Mozilla/5.0 (Linux; Android 3.2.1) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/47.0.883.0 Safari/534.1",6,2
8871,49,True,2014-09-14 22:56:33,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/4.0),10,4
8872,98,False,2015-03-23 04:27:52,"Mozilla/5.0 (Linux; Android 4.2.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/17.0.888.0 Safari/535.0",6,2
8873,68,False,2018-03-28 19:22:23,Mozilla/5.0 (Android 4.4.2; Mobile; rv:54.0) Gecko/54.0 Firefox/54.0,10,2
8874,50,True,2011-05-27 05:46:11,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/3.1),3,5
8875,55,True,2018-11-30 07:58:21,Opera/8.15.(Windows 95; zh-TW) Presto/2.9.166 Version/11.00,7,2
8876,10,True,2016-10-05 12:05:31,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/25.0.849.0 Mobile/06L918 Safari/531.2",8,1
8877,95,True,2010-04-19 23:19:49,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/29.0.862.0 Safari/531.1",3,4
8878,46,True,2017-09-03 14:27:52,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/46.0.832.0 Safari/534.2",9,2
8879,24,False,2016-06-06 10:33:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_9 rv:2.0; ur-PK) AppleWebKit/533.22.1 (KHTML, like Gecko) Version/5.0 Safari/533.22.1",4,2
8880,33,True,2022-02-18 19:53:48,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.1),4,0
8881,84,False,2021-03-03 07:13:51,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/4.0),5,0
8882,23,True,2013-12-09 15:56:52,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4638-02-26 09:46:59 Firefox/3.6.16,2,1
8883,79,False,2018-02-13 11:37:44,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_8; rv:1.9.2.20) Gecko/3597-07-04 10:45:14 Firefox/5.0,3,4
8884,83,True,2020-07-31 15:36:28,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/3.1),10,0
8885,59,True,2014-08-30 15:35:40,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/3.1),8,3
8886,2,True,2012-11-06 20:37:34,"Mozilla/5.0 (Windows 95) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/31.0.817.0 Safari/532.1",7,0
8887,59,True,2012-07-25 19:57:12,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.18.4 (KHTML, like Gecko) Version/4.0.3 Safari/532.18.4",5,5
8888,41,False,2014-05-01 22:47:13,Opera/9.91.(Windows NT 6.1; nds-NL) Presto/2.9.188 Version/11.00,2,3
8889,31,True,2017-07-22 08:51:23,"Mozilla/5.0 (Linux; Android 2.3) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/34.0.883.0 Safari/532.0",1,3
8890,23,True,2016-04-05 23:32:36,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/59.0.848.0 Safari/532.2",1,2
8891,50,True,2012-05-29 08:26:30,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.1),9,2
8892,3,False,2019-06-08 11:24:47,Mozilla/5.0 (Windows CE; crh-UA; rv:1.9.2.20) Gecko/7909-12-24 17:18:55 Firefox/3.6.11,10,0
8893,96,True,2018-02-01 11:55:59,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/52.0.861.0 Safari/534.0",4,3
8894,5,False,2017-11-01 02:00:10,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_0 rv:6.0; zh-SG) AppleWebKit/533.11.2 (KHTML, like Gecko) Version/5.0.5 Safari/533.11.2",3,5
8895,25,False,2012-06-20 23:13:38,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/3.1),5,3
8896,80,True,2022-08-07 17:38:47,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; li-BE) AppleWebKit/533.15.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.15.6",2,0
8897,68,False,2022-01-03 20:40:31,"Mozilla/5.0 (Windows CE) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/43.0.885.0 Safari/533.2",8,4
8898,50,True,2018-06-05 06:22:38,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.0),3,3
8899,85,True,2020-01-01 10:34:17,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; es-MX) AppleWebKit/533.18.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6533.18.4",5,2
8900,77,False,2023-05-25 16:56:42,Opera/8.12.(X11; Linux i686; tk-TM) Presto/2.9.166 Version/12.00,8,5
8901,34,True,2014-06-02 01:31:35,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.41.4 (KHTML, like Gecko) Version/5.0.5 Safari/531.41.4",5,4
8902,85,True,2021-01-24 03:10:32,Mozilla/5.0 (Windows NT 5.1; ast-ES; rv:1.9.2.20) Gecko/8079-02-25 22:52:54 Firefox/3.6.11,10,4
8903,83,True,2016-06-08 10:08:58,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ps-AF) AppleWebKit/533.14.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6533.14.6",5,0
8904,79,True,2022-08-13 14:34:53,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.1),5,3
8905,5,True,2014-02-20 00:01:13,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; kw-GB) AppleWebKit/531.49.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.49.2",5,1
8906,41,True,2013-11-05 02:13:12,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.1),3,5
8907,3,True,2022-01-08 00:23:00,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/7175-08-18 21:05:41 Firefox/3.6.1,2,3
8908,79,False,2019-08-24 05:37:52,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_8 rv:4.0; sat-IN) AppleWebKit/533.21.7 (KHTML, like Gecko) Version/5.0.1 Safari/533.21.7",1,3
8909,2,False,2018-12-03 04:49:23,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0 rv:3.0; pt-PT) AppleWebKit/533.42.3 (KHTML, like Gecko) Version/5.0 Safari/533.42.3",10,5
8910,72,False,2013-12-05 09:01:06,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.8.3 (KHTML, like Gecko) Version/4.0.2 Safari/531.8.3",2,2
8911,50,True,2010-08-27 21:27:56,Opera/8.49.(X11; Linux i686; ayc-PE) Presto/2.9.161 Version/11.00,7,3
8912,40,True,2018-03-18 23:50:55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_3) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/55.0.826.0 Safari/533.2",7,3
8913,54,False,2015-01-01 06:35:35,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; cv-RU) AppleWebKit/531.39.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6531.39.7",7,1
8914,34,False,2022-11-16 18:11:32,Opera/8.17.(X11; Linux x86_64; bho-IN) Presto/2.9.176 Version/12.00,7,0
8915,40,False,2012-09-22 15:28:40,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.0),4,2
8916,70,True,2016-10-25 03:27:48,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; tl-PH) AppleWebKit/531.5.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6531.5.3",7,0
8917,74,True,2023-10-06 14:04:18,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/4.1),9,3
8918,59,True,2019-05-02 22:19:16,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.37.5 (KHTML, like Gecko) Version/4.0.1 Safari/533.37.5",4,1
8919,13,True,2018-03-17 17:22:03,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/11.1x8976.0 Mobile/01Q831 Safari/536.2",8,3
8920,44,True,2020-11-13 15:15:59,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/533.34.4 (KHTML, like Gecko) Version/4.0.1 Safari/533.34.4",5,3
8921,22,False,2010-05-24 10:42:05,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; pap-CW) AppleWebKit/531.29.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.29.4",9,4
8922,59,True,2016-08-07 22:52:46,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/11.3r8117.0 Mobile/82U901 Safari/534.1",9,4
8923,79,False,2012-12-26 20:29:59,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_9 rv:3.0; yue-HK) AppleWebKit/533.38.1 (KHTML, like Gecko) Version/4.0.4 Safari/533.38.1",10,0
8924,96,False,2013-01-11 23:40:38,"Mozilla/5.0 (Linux; Android 2.3.2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/51.0.841.0 Safari/535.2",0,4
8925,64,True,2023-08-21 02:41:31,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_0; rv:1.9.5.20) Gecko/5092-11-13 20:58:20 Firefox/3.8,3,1
8926,69,False,2016-07-20 11:22:34,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; nds-NL) AppleWebKit/533.20.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.20.6",2,3
8927,12,True,2011-10-05 07:18:59,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/49.0.834.0 Safari/532.2",5,2
8928,32,True,2023-07-14 03:56:47,Mozilla/5.0 (Windows 98; Win 9x 4.90; raj-IN; rv:1.9.1.20) Gecko/2892-04-06 16:40:21 Firefox/3.6.11,4,4
8929,96,True,2011-05-16 07:59:31,"Mozilla/5.0 (Linux; Android 4.2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/23.0.885.0 Safari/535.2",10,1
8930,48,False,2012-10-19 14:47:59,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ps-AF) AppleWebKit/531.13.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.13.4",4,0
8931,12,True,2010-06-11 02:32:21,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2118-12-30 19:01:24 Firefox/3.6.16,4,0
8932,43,False,2012-08-05 03:32:37,Mozilla/5.0 (Windows NT 5.01; lv-LV; rv:1.9.0.20) Gecko/3137-04-16 02:00:29 Firefox/4.0,6,3
8933,11,True,2020-08-22 18:27:24,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/5.1),2,5
8934,10,True,2015-09-24 01:28:56,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; byn-ER) AppleWebKit/533.29.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6533.29.4",9,1
8935,4,False,2021-03-23 10:57:19,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/3.0),8,5
8936,77,True,2019-07-05 09:00:13,Opera/8.97.(Windows 95; tcy-IN) Presto/2.9.177 Version/11.00,1,1
8937,7,False,2022-08-10 12:41:07,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/533.50.6 (KHTML, like Gecko) Version/5.0.5 Safari/533.50.6",0,1
8938,8,False,2010-07-06 10:58:07,Opera/9.14.(X11; Linux x86_64; ber-DZ) Presto/2.9.173 Version/10.00,2,5
8939,73,False,2015-04-10 15:46:40,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/5.1),0,1
8940,13,False,2022-06-25 09:11:13,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_5; rv:1.9.2.20) Gecko/5848-04-21 23:43:19 Firefox/3.8,6,2
8941,35,False,2018-09-26 22:26:37,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/4.0),10,5
8942,63,True,2012-10-12 16:19:12,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_9) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/39.0.839.0 Safari/531.0",5,3
8943,94,False,2011-09-12 15:21:23,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; iu-CA) AppleWebKit/534.40.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6534.40.2",1,2
8944,58,False,2015-08-20 06:43:11,Opera/8.45.(X11; Linux x86_64; mn-MN) Presto/2.9.179 Version/11.00,6,4
8945,60,False,2012-05-11 03:10:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/13.5x0550.0 Mobile/62W926 Safari/533.0",8,5
8946,15,True,2013-03-29 01:30:09,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),10,0
8947,25,False,2010-05-31 21:35:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_7) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/25.0.871.0 Safari/533.2",6,2
8948,8,True,2023-07-13 17:56:41,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; unm-US) AppleWebKit/531.25.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.25.2",1,1
8949,36,False,2014-01-15 03:23:11,Opera/8.95.(X11; Linux x86_64; apn-IN) Presto/2.9.166 Version/11.00,5,0
8950,79,False,2015-12-16 11:06:01,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.1),10,2
8951,31,False,2018-05-31 13:18:21,Opera/9.94.(X11; Linux x86_64; st-ZA) Presto/2.9.171 Version/11.00,6,2
8952,37,True,2018-07-20 18:54:31,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/35.0.890.0 Mobile/46D408 Safari/534.0",5,4
8953,21,True,2022-06-15 04:55:42,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/5.0),6,0
8954,90,True,2019-05-07 15:38:45,Mozilla/5.0 (Windows NT 10.0; dz-BT; rv:1.9.2.20) Gecko/5746-07-02 16:02:09 Firefox/3.8,10,1
8955,80,False,2016-12-01 22:56:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_3) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/44.0.812.0 Safari/534.2",6,0
8956,62,False,2017-09-22 21:11:16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/49.0.835.0 Safari/536.0",0,3
8957,80,True,2010-05-28 10:51:42,Opera/9.27.(X11; Linux i686; li-NL) Presto/2.9.187 Version/10.00,2,4
8958,47,False,2018-03-21 23:32:42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_9) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/57.0.849.0 Safari/534.0",1,0
8959,61,True,2011-12-27 06:06:15,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.1),4,5
8960,31,False,2015-05-04 06:59:19,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/3.0),0,4
8961,18,False,2015-12-25 10:49:08,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/13.0.865.0 Mobile/51P307 Safari/534.0",9,1
8962,98,False,2015-07-02 22:57:01,Opera/9.53.(Windows NT 6.0; ti-ET) Presto/2.9.188 Version/12.00,0,3
8963,86,True,2016-11-22 04:52:25,Opera/8.68.(Windows NT 5.01; wa-BE) Presto/2.9.175 Version/11.00,10,1
8964,66,False,2014-02-13 07:51:07,Opera/8.44.(Windows 98; Win 9x 4.90; mn-MN) Presto/2.9.183 Version/12.00,6,2
8965,90,False,2014-07-21 23:48:48,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.1),3,1
8966,45,False,2015-04-22 05:56:25,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/59.0.860.0 Mobile/24T154 Safari/531.0",8,4
8967,96,False,2011-08-30 08:05:25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2 rv:5.0; ak-GH) AppleWebKit/531.20.7 (KHTML, like Gecko) Version/4.1 Safari/531.20.7",2,2
8968,42,True,2012-06-30 20:22:20,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/535.41.6 (KHTML, like Gecko) Version/4.0.2 Safari/535.41.6",0,0
8969,36,False,2014-05-15 00:24:54,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.48.4 (KHTML, like Gecko) Version/4.0 Safari/531.48.4",6,3
8970,39,True,2019-05-20 20:18:22,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/50.0.881.0 Safari/534.0",9,1
8971,68,True,2020-06-09 04:18:53,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/535.5.1 (KHTML, like Gecko) Version/4.0 Safari/535.5.1",3,1
8972,96,False,2010-05-09 11:53:39,Mozilla/5.0 (Android 5.0.1; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,0,0
8973,55,False,2023-07-11 13:58:07,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; iw-IL) AppleWebKit/535.33.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6535.33.2",7,2
8974,70,True,2023-09-11 12:15:12,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; th-TH) AppleWebKit/534.9.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6534.9.1",4,0
8975,97,False,2016-06-30 16:21:22,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; tn-ZA) AppleWebKit/534.35.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6534.35.4",5,0
8976,90,False,2015-12-12 21:14:17,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/12.2a8023.0 Mobile/20K629 Safari/532.2",1,2
8977,93,False,2015-10-20 15:08:37,Opera/8.94.(X11; Linux i686; cmn-TW) Presto/2.9.186 Version/12.00,4,4
8978,75,False,2022-11-28 21:30:36,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/38.0.883.0 Mobile/87W945 Safari/531.1",3,4
8979,9,False,2012-03-20 05:45:11,Opera/8.46.(X11; Linux x86_64; nan-TW) Presto/2.9.170 Version/12.00,8,2
8980,56,False,2016-11-14 06:13:47,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_0 rv:4.0; dz-BT) AppleWebKit/535.8.4 (KHTML, like Gecko) Version/5.0.1 Safari/535.8.4",7,2
8981,3,True,2023-02-12 15:12:51,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_7 rv:6.0; shs-CA) AppleWebKit/535.37.7 (KHTML, like Gecko) Version/4.0.4 Safari/535.37.7",1,0
8982,98,True,2012-11-19 03:22:50,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.0),4,0
8983,77,False,2010-03-03 06:45:40,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/4.0),10,2
8984,44,True,2013-12-13 06:49:10,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/5119-09-19 03:32:03 Firefox/3.8,10,0
8985,44,True,2019-09-16 05:27:37,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; fy-DE) AppleWebKit/533.7.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6533.7.1",8,0
8986,82,True,2019-05-16 06:47:06,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0),9,2
8987,88,False,2010-04-26 03:54:46,Opera/8.58.(X11; Linux i686; en-HK) Presto/2.9.174 Version/10.00,4,0
8988,17,False,2020-01-14 21:05:34,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.0),1,5
8989,15,True,2014-10-30 01:41:07,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/13.3l5068.0 Mobile/57M176 Safari/536.0",3,3
8990,60,True,2010-04-06 10:35:42,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/5.0),8,3
8991,5,True,2015-07-14 01:22:55,Mozilla/5.0 (Android 6.0.1; Mobile; rv:12.0) Gecko/12.0 Firefox/12.0,4,3
8992,4,True,2015-06-18 16:35:15,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/532.35.1 (KHTML, like Gecko) Version/5.0.4 Safari/532.35.1",7,0
8993,86,True,2013-11-16 03:53:07,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/5.1),5,1
8994,58,False,2015-08-01 04:40:57,Opera/9.39.(X11; Linux x86_64; uk-UA) Presto/2.9.190 Version/10.00,0,4
8995,88,False,2019-08-13 21:40:21,Mozilla/5.0 (Android 1.5; Mobile; rv:38.0) Gecko/38.0 Firefox/38.0,2,1
8996,94,False,2020-01-04 09:58:37,Mozilla/5.0 (Windows NT 5.0; rw-RW; rv:1.9.0.20) Gecko/8021-11-04 21:00:56 Firefox/3.8,0,0
8997,62,True,2013-09-08 13:44:10,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/3.1),4,1
8998,100,True,2014-09-10 10:11:12,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.0),5,4
8999,22,False,2012-07-09 18:15:52,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/535.46.4 (KHTML, like Gecko) Version/4.0.4 Safari/535.46.4",2,5
9000,8,True,2020-10-24 08:07:58,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_2 rv:4.0; bho-IN) AppleWebKit/533.43.1 (KHTML, like Gecko) Version/4.0 Safari/533.43.1",4,2
9001,17,True,2012-06-08 14:45:42,Mozilla/5.0 (Windows NT 10.0; fo-FO; rv:1.9.1.20) Gecko/8764-11-01 09:26:49 Firefox/3.8,9,3
9002,2,True,2017-10-31 04:49:00,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/3.0),5,0
